number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.1414944356120827,0.0,0.0,0.5,95
0.09220985691573927,0.0,0.18356164383561643,0.5,176
0.10174880763116058,0.0,0.7589041095890411,0.5,153
0.012718600953895072,0.0,0.4904109589041096,0.5,150
0.06836248012718601,0.0,0.0,0.0,119
0.003179650238473768,0.0,0.863013698630137,0.0,70
0.0,0.3333333333333333,0.4575342465753425,0.5,1080
0.0794912559618442,0.3333333333333333,0.7589041095890411,0.5,275
0.109697933227345,0.0,0.28493150684931506,0.0,179
0.003179650238473768,0.0,0.005479452054794521,0.0,84
0.21303656597774245,0.0,0.9397260273972603,0.0,40
0.0,0.0,0.0,0.5,100
0.007949125596184421,0.0,0.0,0.5,125
0.004769475357710652,0.3333333333333333,0.3424657534246575,0.5,289
0.0,0.0,0.9945205479452055,0.5,1000
0.004769475357710652,0.0,0.019178082191780823,0.5,120
0.06200317965023848,0.0,0.052054794520547946,0.5,170
0.0,0.0,0.4054794520547945,0.5,136
0.11287758346581876,0.3333333333333333,0.273972602739726,0.0,56
0.003179650238473768,0.0,0.0,0.0,100
0.025437201907790145,0.0,0.038356164383561646,1.0,120
0.030206677265500796,0.6666666666666667,0.2219178082191781,0.0,130
0.0,0.0,0.0,0.0,79
0.0,1.0,0.24383561643835616,0.0,79
0.16375198728139906,0.0,0.052054794520547946,0.0,60
0.0,0.0,0.4849315068493151,0.0,150
0.046104928457869634,0.0,0.0027397260273972603,0.5,94
0.015898251192368842,0.0,0.0,0.5,150
0.041335453100158986,0.0,0.0,0.5,90
0.006359300476947536,0.0,0.008219178082191782,0.5,105
0.0,0.0,0.0,0.0,35
0.025437201907790145,0.0,0.008219178082191782,0.5,199
0.015898251192368842,0.0,0.0,0.5,200
0.001589825119236884,0.0,0.4301369863013699,0.0,60
0.001589825119236884,0.0,0.0,0.0,69
0.16693163751987283,0.0,0.3589041095890411,0.5,60
0.046104928457869634,0.0,0.8575342465753425,0.5,89
0.19554848966613675,1.0,0.9561643835616438,0.0,50
0.02702702702702703,0.0,0.21095890410958903,0.0,69
0.011128775834658189,0.0,0.5150684931506849,0.5,250
0.1414944356120827,0.3333333333333333,0.0,0.5,120
0.07472178060413355,0.0,0.7863013698630137,0.5,81
0.1812400635930048,0.6666666666666667,0.9945205479452055,0.0,50
0.08903020667726551,0.3333333333333333,0.038356164383561646,0.0,102
0.20826709062003182,0.0,0.3041095890410959,0.5,140
0.25437201907790147,1.0,0.5150684931506849,0.5,150
0.01907790143084261,1.0,0.6301369863013698,0.5,220
0.006359300476947536,0.0,0.2904109589041096,0.5,150
0.0,0.0,0.0,0.5,250
0.031796502384737683,0.0,0.09315068493150686,0.5,120
0.006359300476947536,0.0,0.0,0.0,95
0.012718600953895072,0.0,0.0,0.0,200
0.007949125596184421,0.0,0.0,0.0,45
0.003179650238473768,0.0,0.0,0.5,68
0.006359300476947536,0.0,0.0,0.0,60
0.028616852146263912,0.0,0.2602739726027397,0.0,105
0.007949125596184421,0.0,0.0,0.5,500
0.001589825119236884,0.3333333333333333,0.0,1.0,60
0.17011128775834658,0.3333333333333333,0.9178082191780822,0.0,61
0.04292527821939587,0.0,0.0,0.5,139
0.20190779014308427,0.0,0.9698630136986301,0.5,135
0.001589825119236884,0.0,0.0,0.0,55
0.001589825119236884,0.3333333333333333,0.0,0.0,63
0.004769475357710652,0.3333333333333333,0.0,1.0,25
0.0,0.0,0.0,0.5,1000
0.001589825119236884,0.0,0.06027397260273973,0.5,150
0.07472178060413355,0.3333333333333333,0.2493150684931507,0.5,115
0.011128775834658189,0.6666666666666667,0.6465753424657534,0.0,47
0.006359300476947536,0.0,0.008219178082191782,0.0,55
0.06518282988871224,0.3333333333333333,0.07671232876712329,0.0,81
0.4721780604133546,0.6666666666666667,0.7424657534246576,0.0,67
0.2289348171701113,0.0,0.5945205479452055,0.5,240
0.0,0.0,0.0,0.5,85
0.006359300476947536,0.0,0.2136986301369863,0.5,100
0.033386327503974564,0.0,0.03561643835616438,0.5,120
0.01907790143084261,0.0,0.0,0.5,150
0.017488076311605726,0.3333333333333333,0.030136986301369864,0.0,35
0.0,0.0,0.0,0.0,375
0.0,0.0,0.0,0.5,150
0.011128775834658189,0.0,0.021917808219178082,0.0,949
0.03815580286168522,0.0,0.0,0.5,199
0.03815580286168522,0.0,0.810958904109589,0.5,150
0.6009538950715422,0.0,0.1315068493150685,0.5,100
0.006359300476947536,0.0,0.2684931506849315,0.5,75
0.015898251192368842,0.3333333333333333,0.12054794520547946,0.0,50
0.0,0.0,0.052054794520547946,0.5,234
0.02384737678855326,0.0,0.17534246575342466,0.5,175
0.0,0.0,0.0,0.0,50
0.3751987281399046,0.3333333333333333,0.663013698630137,0.5,180
0.009538950715421305,0.0,0.0,0.0,110
0.01907790143084261,0.0,0.07123287671232877,0.5,400
0.38632750397456284,0.0,0.34794520547945207,0.0,185
0.2957074721780604,0.0,0.016438356164383564,0.0,69
0.08426073131955486,1.0,0.021917808219178082,0.0,40
0.02702702702702703,0.0,0.0,0.0,108
0.0,0.0,0.0,0.5,60
0.001589825119236884,0.0,0.0,0.5,191
0.001589825119236884,0.0,0.20821917808219179,0.5,90
0.0,0.0,0.0,0.0,50
0.001589825119236884,0.3333333333333333,0.9972602739726028,1.0,30
0.0,0.0,0.0684931506849315,0.5,195
0.003179650238473768,0.0,0.038356164383561646,0.5,215
0.009538950715421305,0.0,0.0,0.0,50
0.0,0.0,0.0,0.0,47
0.0,1.0,0.136986301369863,0.0,250
0.001589825119236884,0.3333333333333333,0.9616438356164384,0.0,120
0.0,0.0,0.0,0.0,120
0.007949125596184421,0.0,0.0,0.5,129
0.0699523052464229,0.0,0.5205479452054794,0.5,95
0.0,0.0,0.0,0.0,125
0.01907790143084261,1.0,0.452054794520548,0.0,231
0.0397456279809221,0.3333333333333333,0.6493150684931507,0.0,72
0.003179650238473768,0.0,0.0,0.5,149
0.151033386327504,0.0,0.8356164383561644,0.5,99
0.001589825119236884,0.0,0.09041095890410959,0.5,80
0.012718600953895072,0.0,0.0,0.5,129
0.09538950715421304,1.0,0.5150684931506849,0.5,150
0.10810810810810811,0.0,0.273972602739726,0.5,150
0.003179650238473768,0.0,0.0,0.5,85
0.0397456279809221,0.0,0.4410958904109589,0.0,83
0.0,0.0,0.0,0.5,175
0.20508744038155804,0.6666666666666667,0.09863013698630137,0.0,129
0.011128775834658189,0.0,0.0,0.5,125
0.0,0.0,0.09315068493150686,0.5,550
0.001589825119236884,0.0,0.021917808219178082,0.0,80
0.006359300476947536,0.0,0.0,0.5,325
0.0,0.3333333333333333,0.0,0.0,75
0.017488076311605726,0.3333333333333333,0.12054794520547946,0.0,55
0.017488076311605726,0.0,0.030136986301369864,1.0,35
0.031796502384737683,0.0,0.0,0.0,150
0.09220985691573927,0.0,0.14246575342465753,0.0,50
0.15262321144674088,0.0,0.0,0.5,99
0.012718600953895072,0.0,0.6821917808219178,0.0,100
0.003179650238473768,0.0,0.5150684931506849,0.5,85
0.001589825119236884,0.6666666666666667,0.5150684931506849,0.0,44
0.001589825119236884,0.0,0.008219178082191782,0.5,200
0.2384737678855326,0.3333333333333333,0.17534246575342466,0.0,89
0.0,0.0,1.0,0.0,97
0.001589825119236884,0.0,0.0,0.5,180
0.03656597774244833,0.0,0.5123287671232877,0.5,215
0.0,0.0,0.0821917808219178,0.5,110
0.009538950715421305,0.0,0.19726027397260273,0.0,65
0.0,0.3333333333333333,0.1917808219178082,0.0,89
0.007949125596184421,0.3333333333333333,0.0,0.0,80
0.003179650238473768,0.3333333333333333,0.18356164383561643,0.0,150
0.08903020667726551,0.3333333333333333,0.24657534246575344,0.0,79
0.009538950715421305,0.0,0.0,0.5,205
0.041335453100158986,0.0,0.0273972602739726,0.5,400
0.0794912559618442,0.0,0.7616438356164383,0.5,142
0.014308426073131956,0.0,0.0,0.0,80
0.001589825119236884,0.0,0.0,0.5,380
0.08108108108108109,0.0,0.005479452054794521,0.5,90
0.003179650238473768,0.0,0.0,0.0,80
0.007949125596184421,0.0,0.9835616438356164,0.0,73
0.0,0.0,0.0,0.5,175
0.0906200317965024,0.0,0.8684931506849315,0.5,85
0.22257551669316378,0.0,0.25753424657534246,0.5,150
0.03656597774244833,0.3333333333333333,0.5671232876712329,0.5,299
0.001589825119236884,0.0,0.0,0.0,90
0.020667726550079493,0.0,0.0,0.5,95
0.030206677265500796,0.6666666666666667,0.021917808219178082,0.0,35
0.011128775834658189,0.0,0.0,0.0,59
0.012718600953895072,0.0,0.0,0.5,225
0.001589825119236884,0.0,0.0,0.5,85
0.11605723370429254,0.0,0.915068493150685,0.0,62
0.031796502384737683,0.0,0.8849315068493151,0.5,250
0.004769475357710652,0.0,0.0684931506849315,0.5,89
0.004769475357710652,0.3333333333333333,0.0,0.0,60
0.0492845786963434,0.6666666666666667,0.0,0.0,45
0.014308426073131956,0.0,0.4931506849315069,0.0,55
0.0,0.0,0.0,0.5,450
0.0,0.0,0.4931506849315069,0.5,110
