number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.05405405405405406,0.0,0.43561643835616437,0.5,140
0.0,0.0,0.3287671232876712,0.5,97
0.0,0.0,0.8684931506849315,0.5,150
0.02702702702702703,0.0,0.29863013698630136,0.0,59
0.007949125596184421,0.0,0.1780821917808219,0.0,75
0.001589825119236884,0.0,0.0,0.5,140
0.001589825119236884,0.0,0.0,0.0,49
0.0,0.6666666666666667,0.12876712328767123,1.0,55
0.001589825119236884,0.0,0.0,0.5,250
0.0,0.0,0.0,0.0,150
0.003179650238473768,0.0,0.0,0.5,97
0.02702702702702703,0.0,0.2219178082191781,0.5,200
0.16216216216216217,0.0,0.9917808219178083,0.0,105
0.0,0.0,0.06301369863013699,0.0,85
0.001589825119236884,0.3333333333333333,0.12602739726027398,0.5,105
0.4992050874403816,0.3333333333333333,0.5643835616438356,0.5,189
0.009538950715421305,0.3333333333333333,0.8410958904109589,0.0,75
0.02702702702702703,0.0,0.0,0.5,119
0.01907790143084261,0.0,0.1178082191780822,0.5,220
0.10651828298887123,0.0,0.7232876712328767,0.5,132
0.03656597774244833,0.3333333333333333,0.0,1.0,49
0.0,0.0,0.0,0.5,200
0.003179650238473768,0.0,0.0,0.5,90
0.001589825119236884,0.0,0.4849315068493151,0.5,545
0.041335453100158986,0.0,0.4986301369863014,0.5,130
0.022257551669316377,0.6666666666666667,0.2410958904109589,0.0,75
0.001589825119236884,0.3333333333333333,0.0,0.5,81
0.0,0.3333333333333333,0.0,0.0,120
0.10651828298887123,0.3333333333333333,0.7753424657534247,0.5,650
0.009538950715421305,0.3333333333333333,0.10410958904109589,0.0,35
0.24324324324324326,0.6666666666666667,0.0,0.0,115
0.02384737678855326,0.0,0.0410958904109589,0.5,189
0.012718600953895072,0.0,0.052054794520547946,0.5,130
0.0492845786963434,0.3333333333333333,0.5150684931506849,0.0,120
0.004769475357710652,0.0,0.0,0.0,45
0.012718600953895072,0.0,0.0,0.5,115
0.014308426073131956,0.0,0.0,0.5,130
0.0,0.0,0.0,0.5,275
0.0699523052464229,0.3333333333333333,0.7643835616438356,0.5,160
0.0,0.0,0.0,0.0,200
0.04769475357710652,0.3333333333333333,0.0,0.0,50
0.0,0.3333333333333333,0.21643835616438356,0.5,150
0.004769475357710652,0.0,0.0,0.0,90
0.001589825119236884,0.6666666666666667,0.043835616438356165,0.0,57
0.32591414944356123,0.3333333333333333,0.9561643835616438,0.0,120
0.004769475357710652,0.0,0.0,0.5,100
0.022257551669316377,0.0,0.0027397260273972603,0.5,267
0.01907790143084261,0.0,0.4931506849315069,0.0,88
0.01907790143084261,0.0,0.904109589041096,0.0,110
0.006359300476947536,0.6666666666666667,0.0,0.0,51
0.0,0.3333333333333333,0.0,0.0,60
0.1573926868044515,0.0,0.12328767123287672,0.5,99
0.015898251192368842,1.0,1.0,0.0,75
0.0,0.0,0.0,0.5,120
0.07631160572337044,0.0,0.684931506849315,0.5,110
0.02702702702702703,0.0,0.0,0.5,89
0.07154213036565978,0.0,0.7863013698630137,0.5,450
0.003179650238473768,0.0,0.0,0.5,99
0.001589825119236884,0.3333333333333333,0.0,0.0,120
0.0,0.6666666666666667,0.24383561643835616,0.5,194
0.003179650238473768,0.0,0.0,0.5,90
0.017488076311605726,0.0,0.0,0.0,80
0.0,0.0,0.0,0.5,275
0.16693163751987283,0.0,0.7561643835616438,0.5,175
0.025437201907790145,0.0,0.0,0.0,49
0.0,0.0,1.0,0.0,175
0.020667726550079493,0.0,0.0273972602739726,0.5,159
0.001589825119236884,0.0,0.0,0.5,75
0.006359300476947536,0.0,0.0,0.0,105
0.02384737678855326,0.3333333333333333,0.0,0.5,329
0.011128775834658189,0.0,0.10136986301369863,0.0,70
0.0,0.0,0.0,0.0,119
0.0492845786963434,1.0,0.25753424657534246,0.0,68
0.017488076311605726,0.0,0.0,0.5,110
0.001589825119236884,0.0,0.23835616438356164,0.0,110
0.0397456279809221,0.0,0.008219178082191782,0.0,44
0.014308426073131956,0.3333333333333333,0.0,0.0,30
